"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 28 17:20:02 GMT 2024","Tue May 28 17:20:07 GMT 2024","5067","","This is a demo feature file for apk installation","","Install app and open it","","Install app and open it",""
