"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 28 17:17:12 GMT 2024","Tue May 28 17:17:42 GMT 2024","30339","","This is a demo feature file for apk installation","","Install app and open it","","Install app and open it",""
