"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 29 08:48:33 GMT 2024","Wed May 29 08:48:40 GMT 2024","7075","","This is a demo feature file for apk installation","","Install app and open it","","Install app and open it",""
